id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
2f16ecf7-fe65,2C3CDZBT6HH604774,,20488,DPS14691,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,progressive chevrolet company,8000 Hills Dales Rd Nw,Massillon,OH,44648
57275abe-4d23,2C3CDZBT8JH332718,36706,21264,J210487A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,chapman mazda sales,6744 Black Horse Pike,Egg Harbor Township,NJ,08234
e0c0ae14-d1f6,2C3CDZBT1JH144817,36748,34052,10504,2018,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,motor city la,1111 N University Avenue,Lafayette,LA,70506
b88448ed-420b,2C3CDYBT5EH225528,23765,57868,XR5819A,2014,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,dale earnhardt jr cadillac,1850 Capital Circle Ne,Tallahassee,FL,32308
a784b102-e8a5,2C3CDZBT0LH142690,35998,29404,P3953,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,bmw of kansas city south,1200 W. 104th St,Kansas City,MO,64114
d635af1f-d85c,2C3CDZBTXFH701716,25971,109029,B3093,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,clement olympic motors,1790 North Highway 67,Florissant,MO,63033
5a6dc975-4289,2C3CDYBT8EH242100,21995,86588,18476-69,2014,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Manual,Unleaded,5.7,V,siamak's car company,2908 Market Street Northeast,Salem,OR,97301
695b1f56-a4d7,2C3CDZBT3HH532268,33997,17296,175014A,2017,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,galeana's van dyke dodge,28400 Van Dyke Avenue,Warren,MI,48093
c0d8a9fe-320b,2C3CDZBT4FH714820,26988,45332,S10596P,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,south coast mitsubishi,2480 Harbor Blvd,Costa Mesa,CA,92626
f0625779-b36d,2C3CDZBT0KH708507,37990,21829,F210139,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,rick ridings ford,1817 Ridings Drive,Monticello,IL,61856
7a6ed222-f9ac,2C3CDZBT2GH255918,28998,28123,7000705,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,sanford imports,1301 Douglas Dr,Sanford,NC,27330
12a4b29d-08a4,2C3CDZAT4FH719761,25141,71126,HSFH719761,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,jaguar livermore,3500 Las Positas Rd,Livermore,CA,94551
f28ce607-745f,2C3CDZBT1LH125221,31097,31858,2C3CDZBT1LH125221,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,avis car sales,1600 East Airport Freeway,Irving,TX,75062
f8b36ea1-54af,2C3CDZBT2KH751407,34999,13664,DV11448,2019,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,clay cooley auto group,1251 East Airport Freeway,Irving,TX,75062
f3c1a3e7-f233,2C3CDZBT3JH333503,36272,17470,F1168A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,brian toliver lincoln,1040 Gilmer Street,Sulphur Springs,TX,75482
d9afd987-9c28,2C3CDYBT8EH100569,25490,46912,14405Y,2014,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Manual,Unleaded,5.7,V,classic ford lincoln shelby,1775 East Dixon Boulevard,Shelby,NC,28152
a99bc242-ae27,2C3CDZBT1JH130836,29000,64742,M7173,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,paramount kia of asheville,1000 Ridgefield Blvd,Asheville,NC,28806
201e784c-ff0a,2C3CDZBTXHH567972,36295,4710,CP4274,2017,Dodge,Challenger,T/A,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,andy mohr speedway chevrolet,5252 W 38th St,Indianapolis,IN,46254
d9c022c1-c1d6,2C3CDYBT0EH284308,24995,91977,1217TS,2014,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,sonora chrysler dodge jeep ram,13411 Mono Way,Sonora,CA,95370
4eaf7f25-f648,2C3CDZBT0GH226224,32550,21266,H082169B,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,genesis of rockville,11411 Rockville Pike,Rockville,MD,20852
62169d86-8300,2C3CDZBTXKH538995,31890,39824,55367P,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,westgate chrysler jeep dodge ram,6421 Old Westgate Rd,Raleigh,NC,27617
8fb4aa5a-ce83,2C3CDZBT2GH213992,,47303,21457302,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,craig zinn automotive group,1850 North State Road 7,Hollywood,FL,33021
4f807813-0556,2C3CDZBT9JH270617,27825,54331,44A01526,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,cookeville honda,560 Neal St,Cookeville,TN,38501
822842a6-bcd2,2C3CDZBT5JH161510,33119,47513,C673956B,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,toyota of cool springs,1875 West Mcewen Drive,Franklin,TN,37067
8bcae4e3-91d9,2C3CDZBT8JH260144,39900,5451,B6206,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,beaver county auto,2761 Constitution Boulevard,Beaver Falls,PA,15010
db93cd85-d2f5,2C3CDZBTXMH502534,46250,44,AF3036,2021,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,crain hyundai of fayetteville,1919 W Foxglove Dr,Fayetteville,AR,72704
ba374e44-049e,2C3CDZBT1GH120333,31995,40193,D420,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,webber automotive llc,10624 Old 52,Winston-salem,NC,27107
963a013c-a2c4,2C3CDZBTXKH551181,35978,35576,MU284211A,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,kia country of charleston,2361 Savannah Highway,Charleston,SC,29414
c6eb8f43-b99a,2B3CJ5DTXBH539530,17171,119014,BW217090,2011,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,chapman value on 22nd,4690 E. 22nd St. # 2,Tucson,AZ,85711
aa777e5f-fac9,2C3CDZBT3LH139153,35923,6521,LH139153,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,don franklin chevrolet buick gmc,345 S. Highway 27,Somerset,KY,42501
8436795b-0ec0,2C3CDZBT5JH146456,37990,30729,UC4350,2018,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,main ave auto,1330 Main Ave,Moorhead,MN,56560
37906d50-7f67,2B3CJ5DT1BH597042,21923,66691,4590,2011,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,s&r motors,22101 Mission Boulevard,Hayward,CA,94541
8bdc4845-3219,2C3CDZBT6KH593685,32975,29028,B1081-1,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,stephens auto center,104 Stephens Drive,Danville,WV,25053
df9beade-2c85,2C3CDZBT5FH910734,30454,25174,31040A,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,les stanford cadillac,21711 Michigan Avenue,Dearborn,MI,48124
5d3701ba-845b,2C3CDZBT0LH124836,34997,19825,CJ14906,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,clay cooley chrysler jeep dodge ram,1261 E. Airport Fwy.,Irving,TX,75062
87b6fd32-671a,2C3CDZBT5HH554434,33887,14393,PP1224A,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,herrnstein kia,133 Marietta Road,Chillicothe,OH,45601
5082b7e0-a654,2C3CDZBT5JH161510,33119,47513,C673956B,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,nissan of cookeville,501 Neal St.,Cookeville,TN,38501
abcfbaf4-a2fe,2C3CDZBT2LH124739,31397,30572,2C3CDZBT2LH124739,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,avis car sales,1600 East Airport Freeway,Irving,TX,75062
9a1a8077-e45c,2C3CDZBTXJH122055,36900,10223,B6189,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,beaver valley auto mall,750 Beaver Valley Mall Boulevard,Monaca,PA,15061
13236500-bdae,2B3CJ5DT7BH613017,26500,64462,DC22373B,2011,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,dan deery motor company,3900 Alexandra Dr,Waterloo,IA,50702
e0445cbc-20a6,2C3CDZBT5GH218409,33987,6301,BD00007A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,auto ranch group,2514 10th St,Baker City,OR,97814
4c9d6af6-8fd6,2C3CDZBT3JH286845,42279,1333,56T7131,2018,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jeff wyler honda automall,5244 Dixie Hwy,Louisville,KY,40216
4f5dd71f-4ade,2C3CDYBT8DH742143,,,R742143,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,coconut creek hyundai,4980 N. State Road 7,Coconut Creek,FL,33073
8c5570a0-75ec,2C3CDZBT6MH546661,39495,6846,VT40508,2021,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,auction direct usa,6400 Blanding Boulevard,Jacksonville,FL,32244
812e3463-a8ec,2C3CDZBT4JH111519,37995,16421,2093,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,whitaker sports and import cars,1081 Highway 36 E,Maplewood,MN,55109
a3c2c296-cf26,2C3CDZAT0FH869513,23199,62900,FH869513,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,fontana motors direct,15836 Valley Blvd,Fontana,CA,92335
de240fb0-de42,2C3CDZBT1JH112451,36990,11220,T4039A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,bettenhausen cdjr,8355w.159thstreet,Tinley Park,IL,60477
8ef4eecc-00bf,2C3CDZBT0FH819564,27388,59893,SP4466,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,randy marion chevrolet buick cadillac,220 West Plaza Drive,Mooresville,NC,28117
04d13f5f-63bc,2C3CDZBT1JH154697,34997,20500,M56384A,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,rick hendrick chevrolet norfolk,6252 E. Virginia Beach Blvd,Norfolk,VA,23502
df6f8354-0b1e,2C3CDZBT2KH529093,31000,58134,529093,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,rountree-moore chevrolet,4316 90 W,Lake City,FL,32055
a05c2f33-2eef,2C3CDZBT4KH578389,28977,31783,KH578389,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,alm kia south,4310 Jonesboro Rd,Union City,GA,30291
4acd9638-f44f,2C3CDZBT3JH182971,32990,41848,H182971A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,alfa romeo of huntsville,6533 University Dr Nw,Huntsville,AL,35806
bc7ae3f7-e706,2B3CJ5DT5BH541198,24598,52934,M13696P,2011,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,honda cars of rock hill,686 Galleria Blvd,Rock Hill,SC,29730
0ac4c805-6ef2,2C3CDZBT5GH337335,,79384,D21979A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,bert ogden infiniti,4901 S Expy 281,Edinburg,TX,78539
60d5f56f-6742,2C3CDZBT5LH206593,35400,8868,H517351A,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,morgan auto group,3031 N Rocky Point Dr W 770,Tampa,FL,33607
37eea4d1-bf89,2C3CDZBT3JH182971,32990,41848,H182971A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,fiat of huntsville,6533 University Dr Nw,Huntsville,AL,35806
b935aa33-15cb,2C3CDZBT5HH539366,31700,38858,18210055B,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,genesis of western branch,3416 Western Branch Blvd,Chesapeake,VA,23321
3adbf866-46ef,2C3CDYBTXEH181817,20995,86070,G9719C,2014,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,tom ahl buick-gmc,2525 Allentown Rd,Lima,OH,45805
5fb89409-966a,2C3CDZBT5HH592505,32995,32484,T0003A,2017,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,martin motors,709 South Davis Street,Nashville,GA,31639
614ac380-b9f6,2C3CDZBT0LH122228,47940,3506,10812A,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jeff belzer's,21111 Cedar Ave.,Lakeville,MN,55044
ee9c5658-0da2,2C3CDZBT4LH118425,,5237,11945E,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,sam jidd luxury,1505 S Mt Prospect Rd,Des Plaines,IL,60016
7f7d8ea8-63b8,2C3CDZBT3LH146295,36000,24236,FK8808,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,don moore toyota,4216 Frederica St,Owensboro,KY,42301
2c886e30-f7dc,2C3CDYBT3EH229769,16499,104900,229769,2014,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,lithia auto stores,150 North Bartlett,Medford,OR,97501
c2468e8e-eac3,2C3CDZBT9KH511870,33998,23997,20282772,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,carmax nashville,2501 Powell Avenue,Nashville,TN,37204
5e61381b-a668,2C3CDZBT3JH199320,41495,33371,PB1976,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,frank leta auto group,3130 S Campbell Ave,Springfield,MO,65807
ac7ddb8b-df80,2C3CDZBT7KH733694,41995,4249,9091A,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,conway chrysler dodge jeep inc,2385 Hwy 501 West,Conway,SC,29526
9938b45b-b5bc,2C3CDYBT1EH186422,17999,123206,107089B,2014,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,upper marlboro ford,5701 Crain Highway,Marlboro,MD,20772
eec1c09e-f04f,2C3CDZBT8JH322660,38900,9652,SA42660,2018,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,hendrick toyota concord,7670 Bruton Smith Blvd,Concord,NC,28027
c7baa842-e0bd,2C3CDYBT6CH206371,37995,1143,,2012,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,country truck and car lot ii,14224 Route 35,Richfield,PA,17086
4cc5f72e-66c6,2C3CDZBT4KH629356,32900,21559,629356,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,mcadenville motors,5347 Wilkinson Blvd,Gastonia,NC,28056
e3fb7248-5f88,2C3CDZBT1JH260258,37500,29879,P12968,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,pilson lincoln,2000 Lakeland Blvd,Mattoon,IL,61938
506398b7-3b24,2C3CDZBT2LH118813,37672,381,LH118813,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,franklin nissan,705 Jamestown Street,Columbia,KY,42728
4b158a89-3d0b,2C3CDZBTXJH138417,33499,29651,GH249506A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,alm marietta,1071 Cobb Pkwy Se,Marietta,GA,30060
ae8580fc-c38d,2C3CDZAT8FH744680,27900,59175,44680,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,ramsey motor company,502 Hwy 62-65,Harrison,AR,72601
e6e6690d-4aca,2C3CDYBT1EH274130,25477,30555,14065,2014,Dodge,Challenger,R/T Classic,Coupe,Car,RWD,Manual,Unleaded,5.7,V,miramar car center,9799 Miramar Rd,San Diego,CA,92126
931aea15-f63c,2C3CDZBT8GH113962,30680,33098,GH113962,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,performance chrysler jeep dodge ram centerville,95 Loop Road,Dayton,OH,45459
2e98e5a3-1cfc,2C3CDYBTXDH560167,25989,47116,7274,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,southpoint motors,10 7th St. Ne,Rochester,MN,55906
0cc39726-5363,2C3CDZBT9HH665889,28743,51267,C14565B,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,tom ahl chrysler,617 King Avenue,Lima,OH,45805
b987964e-f3c0,2C3CDZBT6KH629407,38580,18249,BMC40231,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,briggs supercenter,4810 Skyway Drive,Manhattan,KS,66503
21949d9b-055e,2C3CDZBT4JH199973,33996,32435,15530,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,hayes automotive group,2805 Us Highway 27 N,Sebring,FL,33870
e48282f5-8695,2C3CDZBT2KH708718,33997,45775,D11614A,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,team one hyundai of gadsden,937 W. Grand Ave,Rainbow City,AL,35906
05e249d8-43ed,2C3CDZBT4GH255953,30995,25130,C5953,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,cobleskill chevrolet buick gmc,2431 State Route 7,Cobleskill,NY,12043
cc5bd5c2-fc79,2C3CDZBT2GH209862,35641,34472,H10319,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,sewell buick gmc of midland,3205 W Wall St,Midland,TX,79701
714e4c83-af5a,2C3CDZBT5GH195763,29999,37719,HP11409,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,chevrolet cruze miami,16600 Nw 57th Ave.,Miami,FL,33014
f7313af7-9bfb,2C3CDZBT2KH512259,33500,22711,437812A,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,safford chrysler dodge jeep ram & fiat of fredericksburg,5202 Jefferson Davis Hwy.,Fredericksburg,VA,22408
4cdf9297-54e4,2C3CDZBT8HH594703,32995,35272,PHH594703,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,payne mission mitsubishi,2003 E Expressway 83,Mission,TX,78572
1d424ed0-bf37,2C3CDZBTXJH332378,36923,23420,FHF210844B,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,west herr hyundai,5485 Transit Road,Williamsville,NY,14221
4ef73381-e515,2C3CDZBT1GH245591,29495,31924,GH245591,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,mercedes-benz of fort lauderdale,2411 South Federal Highway,Fort Lauderdale,FL,33316
f244de62-0b94,2C3CDZBT7GH217939,38499,12016,,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,vroom,2103 Citywest Boulevard Suite #1100,Houston,TX,77042
44d13dad-a20e,2C3CDZBT0HH549125,29995,40794,CU7014N,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,sternberg ford,600 South Washington Street,Dale,IN,47523
91aa839c-a612,2C3CDZBTXKH629376,29999,41881,37071,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,emmons autoplex,1423 Fm 528 Road,Webster,TX,77598
092ca282-7e01,2C3CDZBT2GH214141,31189,48113,S-E521730A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,moss bros. auto group,27810 Eucalyptus Ave,Moreno Valley,CA,92555
032a9a46-f1b3,2C3CDZBT1KH708435,35495,34157,59170X,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,cartiva of minot,3520 S. Broadway,Minot,ND,58701
e629fa26-2e3a,2C3CDZBT9GH315211,29754,47772,5125911A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jeff wyler cdjr of columbus,5955 Gender Rd.,Canal Winchester,OH,43110
8cdc60c6-9548,2C3CDZBT2JH138685,37899,30507,P30909,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,cerritos nissan,18707 Studebaker Rd,Cerritos,CA,90703
5b15b6d3-9803,2C3CDZBT3JH168875,39891,,D10074P,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,fred beans buick gmc,841 N Easton Rd,Doylestown,PA,18902
3e0caeb1-9c98,2C3CDZBT1JH154697,34997,20500,M56384A,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,hendrick honda of charleston,1539 Savannah Highway,Charleston,SC,29407
993c02e0-c6c8,2C3CDYBT9EH313885,24991,54652,EH313885,2014,Dodge,Challenger,R/T Classic,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,sterling mccall acura sugar land,7201 Addison Ave,Sugar Land,TX,77479
99f346f9-98ff,2C3CDZBT1JH314450,35000,23958,N11816,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,al piemonte nissan,1600 W. North Ave,Melrose Park,IL,60160
1875b861-4b1d,2B3CJ5DT2BH604032,24477,34432,K210477A,2011,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,lynch chevrolet of kenosha,10901 75th Street,Kenosha,WI,53142
15659a9f-3a4a,2C3CDYBT9EH164653,23500,83900,HWHM35454A,2014,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,checkered flag,5225 Virginia Beach Blvd,Virginia Beach,VA,23462
6665e5a7-063b,2C3CDZBT4JH288622,39999,8169,,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,vroom,2103 Citywest Boulevard Suite #1100,Houston,TX,77042
b683557e-8678,2B3CJ5DT5AH130964,18999,67600,70-20-B,2010,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,riverside auto sales & van rental,N5856 Wisconsin 54,Black River Falls,WI,54615
7ef2365f-b860,2C3CDZBT6JH204316,,37298,A1622,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,cardinal ford,11400 New Halls Ferry Road,Florissant,MO,63033
cdd8d643-eada,2C3CDZBT3HH624657,32897,27142,K1067,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,bell road mitsubishi,1901 E Bell Rd,Phoenix,AZ,85022
87c09b32-4525,2C3CDZBT2GH202619,31496,16257,BU140,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,cronin buick gmc of bowling green,1099 N Main,Bowling Green,OH,43402
60684fd1-5ca8,2C3CDZBT1KH739832,36093,10781,CPM739832,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,bayside chevrolet,109 Auto Drive,Prince Frederick,MD,20678
6de390ea-63ab,2C3CDZBT5HH539366,31700,38858,18210055B,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,hall chrysler dodge jeep ram chesapeake,3353 Western Branch Blvd,Chesapeake,VA,23321
e8c4e8e6-b810,2B3CJ5DT6AH157400,,49025,P25762,2010,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,ken wilson ford,769 Champion Drive,Canton,NC,28716
fd92fea5-919f,2C3CDZBT8HH669254,29900,52836,M00705A,2017,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,mercedes-benz of northlake,10725 Northlake Auto Plaza Blvd,Charlotte,NC,28269
fb9dc448-8382,2C3CDZBT1HH554737,32987,26042,4737P,2017,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,harper acura,9739 Kingston Pike,Knoxville,TN,37922
7ad24deb-03d5,2C3CDZBT8FH914227,23999,74599,914227,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,car lux inc,843 S La Brea,Inglewood,CA,90301
09a61d2d-851d,2C3CDZBT8LH250913,36995,7206,KF37156A,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,cecil atkission motors,550 Benson Drive,Kerrville,TX,78028
267345d8-37d2,2C3CDZBT0GH256937,28998,30355,20177706,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,carmax omaha,17606 Burt Street,Omaha,NE,68118
60899e66-9a16,2C3CDZBT5JH287530,32584,28971,VF1T715730A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,feldman 1800preowned super center,8700 Dixie Highway,Clarkston,MI,48348
e36e9ff0-140c,2C3CDZBT9HH665889,28743,51267,C14565B,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,tom ahl family of dealerships,2525 Allentown Road,Lima,OH,45805
b9b1806d-07a4,2C3CDZBT7HH659217,30578,36870,P410664,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,camelback ford,1330 E. Camelback Road,Phoenix,AZ,85014
283052cf-ac3b,2C3CDZBT0HH578396,32995,42916,D22060A,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,bert ogden mission kia,2307 E. Expressway 83,Mission,TX,78572
c17e1912-8875,2C3CDZBT8JH178222,35595,19027,AM22826-1,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,"glockner chrysler, dodge, jeep, ram of ashland",1041 Greenup Avenue,Ashland,KY,41101
